CDSCode,Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,Educational Option Type,NSLP Provision Status,Charter School (Y/N),Charter School Number,Charter Funding Type,IRC,Low Grade,High Grade,Enrollment (K-12),Free Meal Count (K-12),Percent (%) Eligible Free (K-12),FRPM Count (K-12),Percent (%) Eligible FRPM (K-12),Enrollment (Ages 5-17),Free Meal Count (Ages 5-17),Percent (%) Eligible Free (Ages 5-17),FRPM Count (Ages 5-17),Percent (%) Eligible FRPM (Ages 5-17),2013-14 CALPADS Fall 1 Certification Status
01612593030772,2014-2015,01,61259,3030772,Alameda,Oakland Unified,Oakland School for the Arts,Unified School District,High Schools (Public),Traditional,,1,0340,Directly funded,1,6,12,742.0,61.0,0.0822102425876011,72.0,0.0970350404312668,731.0,61.0,0.0834473324213406,71.0,0.0971272229822161,1
01612596111660,2014-2015,01,61259,6111660,Alameda,Oakland Unified,Oakland Charter Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,,1,0014,Directly funded,1,6,8,152.0,121.0,0.796052631578947,131.0,0.861842105263158,152.0,121.0,0.796052631578947,131.0,0.861842105263158,1
01612596113807,2014-2015,01,61259,6113807,Alameda,Oakland Unified,American Indian Public Charter,Unified School District,Junior High Schools (Public),Traditional,,1,0106,Directly funded,1,5,8,196.0,117.0,0.596938775510204,159.0,0.811224489795918,196.0,117.0,0.596938775510204,159.0,0.811224489795918,1
01612596117568,2014-2015,01,61259,6117568,Alameda,Oakland Unified,Aspire Monarch Academy,Unified School District,Elementary Schools (Public),Traditional,,1,0252,Directly funded,1,K,5,393.0,340.0,0.865139949109415,383.0,0.974554707379135,381.0,330.0,0.866141732283465,371.0,0.973753280839895,1
01612596117972,2014-2015,01,61259,6117972,Alameda,Oakland Unified,North Oakland Community Charter,Unified School District,Elementary Schools (Public),Traditional,,1,0302,Directly funded,1,K,8,226.0,40.0,0.176991150442478,52.0,0.230088495575221,226.0,40.0,0.176991150442478,52.0,0.230088495575221,1
01612596118608,2014-2015,01,61259,6118608,Alameda,Oakland Unified,ASCEND,Unified School District,Elementary Schools (Public),Traditional,Provision 2,1,1443,Directly funded,0,K,8,433.0,354.0,0.817551963048499,404.0,0.933025404157044,433.0,354.0,0.817551963048499,404.0,0.933025404157044,1
01613090101212,2014-2015,01,61309,0101212,Alameda,San Lorenzo Unified,KIPP Summit Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,,1,0524,Directly funded,1,5,8,407.0,182.0,0.447174447174447,277.0,0.680589680589681,407.0,182.0,0.447174447174447,277.0,0.680589680589681,1
01613090111799,2014-2015,01,61309,0111799,Alameda,San Lorenzo Unified,East Bay Arts High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,,0,,,0,9,12,213.0,107.0,0.502347417840376,121.0,0.568075117370892,199.0,104.0,0.522613065326633,116.0,0.582914572864322,1
01613090114421,2014-2015,01,61309,0114421,Alameda,San Lorenzo Unified,KIPP King Collegiate High,Unified School District,High Schools (Public),Traditional,,1,0880,Directly funded,1,9,12,528.0,249.0,0.471590909090909,378.0,0.715909090909091,504.0,232.0,0.46031746031746,360.0,0.714285714285714,1
01750930114579,2014-2015,01,75093,0114579,Alameda,Dublin Unified,John Green Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,920.0,17.0,0.0184782608695652,21.0,0.0228260869565217,904.0,17.0,0.0188053097345133,21.0,0.0232300884955752,1
01750930123935,2014-2015,01,75093,0123935,Alameda,Dublin Unified,Harold William Kolb,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,1130.0,27.0,0.0238938053097345,31.0,0.0274336283185841,1130.0,27.0,0.0238938053097345,31.0,0.0274336283185841,1
01750930132704,2014-2015,01,75093,0132704,Alameda,Dublin Unified,Dublin High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,2062.0,162.0,0.078564500484966,205.0,0.0994180407371484,2004.0,152.0,0.0758483033932136,192.0,0.0958083832335329,1
01750930138453,2014-2015,01,75093,0138453,Alameda,Dublin Unified,Valley High (Continuation),Unified School District,Continuation High Schools,Continuation School,,0,,,0,9,12,70.0,18.0,0.257142857142857,21.0,0.3,57.0,14.0,0.245614035087719,17.0,0.298245614035088,1
01750936001374,2014-2015,01,75093,6001374,Alameda,Dublin Unified,Dublin Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,754.0,48.0,0.0636604774535809,68.0,0.0901856763925729,737.0,47.0,0.0637720488466757,67.0,0.0909090909090909,1
01750936001390,2014-2015,01,75093,6001390,Alameda,Dublin Unified,Frederiksen Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,771.0,105.0,0.136186770428016,127.0,0.164721141374838,753.0,103.0,0.136786188579017,125.0,0.166002656042497,1
01750936001424,2014-2015,01,75093,6001424,Alameda,Dublin Unified,Murray Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,415.0,49.0,0.118072289156627,57.0,0.137349397590361,392.0,46.0,0.11734693877551,54.0,0.137755102040816,1
01750936066484,2014-2015,01,75093,6066484,Alameda,Dublin Unified,Wells Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,863.0,115.0,0.133256083429896,143.0,0.165701042873696,863.0,115.0,0.133256083429896,143.0,0.165701042873696,1
01750936118038,2014-2015,01,75093,6118038,Alameda,Dublin Unified,James Dougherty Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,938.0,17.0,0.0181236673773987,19.0,0.0202558635394456,898.0,16.0,0.0178173719376392,18.0,0.0200445434298441,1
01751010130096,2014-2015,01,75101,0130096,Alameda,Pleasanton Unified,Foothill High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,2127.0,79.0,0.0371415138692995,109.0,0.0512458862247297,2085.0,74.0,0.0354916067146283,104.0,0.0498800959232614,1
01751010130252,2014-2015,01,75101,0130252,Alameda,Pleasanton Unified,Village High,Unified School District,Continuation High Schools,Continuation School,,0,,,0,9,12,124.0,31.0,0.25,42.0,0.338709677419355,94.0,21.0,0.223404255319149,27.0,0.287234042553192,1
01751010130583,2014-2015,01,75101,0130583,Alameda,Pleasanton Unified,Amador Valley High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,2612.0,100.0,0.0382848392036753,143.0,0.0547473200612557,2550.0,96.0,0.0376470588235294,138.0,0.0541176470588235,1
01751016001366,2014-2015,01,75101,6001366,Alameda,Pleasanton Unified,Donlon Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,778.0,26.0,0.0334190231362468,34.0,0.0437017994858612,776.0,26.0,0.0335051546391753,34.0,0.0438144329896907,1
01751016001416,2014-2015,01,75101,6001416,Alameda,Pleasanton Unified,Lydiksen Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,679.0,30.0,0.0441826215022091,38.0,0.0559646539027982,664.0,30.0,0.0451807228915663,38.0,0.0572289156626506,1
01751016002315,2014-2015,01,75101,6002315,Alameda,Pleasanton Unified,Alisal Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,621.0,42.0,0.0676328502415459,55.0,0.0885668276972625,610.0,42.0,0.0688524590163934,55.0,0.0901639344262295,1
01751016002323,2014-2015,01,75101,6002323,Alameda,Pleasanton Unified,Fairlands Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,776.0,48.0,0.0618556701030928,56.0,0.0721649484536082,761.0,48.0,0.0630749014454665,56.0,0.0735873850197109,1
01751016002349,2014-2015,01,75101,6002349,Alameda,Pleasanton Unified,Valley View Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,678.0,119.0,0.175516224188791,144.0,0.212389380530973,670.0,118.0,0.176119402985075,143.0,0.213432835820896,1
01751016002356,2014-2015,01,75101,6002356,Alameda,Pleasanton Unified,Walnut Grove Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,724.0,15.0,0.0207182320441989,23.0,0.031767955801105,724.0,15.0,0.0207182320441989,23.0,0.031767955801105,1
01751016066500,2014-2015,01,75101,6066500,Alameda,Pleasanton Unified,Harvest Park Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,1169.0,31.0,0.0265183917878529,43.0,0.0367835757057314,1169.0,31.0,0.0265183917878529,43.0,0.0367835757057314,1
01751016089361,2014-2015,01,75101,6089361,Alameda,Pleasanton Unified,Vintage Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,628.0,17.0,0.0270700636942675,21.0,0.0334394904458599,620.0,17.0,0.0274193548387097,21.0,0.0338709677419355,1
01751016108971,2014-2015,01,75101,6108971,Alameda,Pleasanton Unified,Pleasanton Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,1258.0,98.0,0.0779014308426073,127.0,0.100953895071542,1258.0,98.0,0.0779014308426073,127.0,0.100953895071542,1
01751016114318,2014-2015,01,75101,6114318,Alameda,Pleasanton Unified,Henry P. Mohr Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,662.0,25.0,0.0377643504531722,28.0,0.0422960725075529,646.0,25.0,0.0386996904024768,28.0,0.043343653250774,1
01751016117592,2014-2015,01,75101,6117592,Alameda,Pleasanton Unified,Thomas S. Hart Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,1164.0,45.0,0.038659793814433,67.0,0.0575601374570447,1164.0,45.0,0.038659793814433,67.0,0.0575601374570447,1
01751016117600,2014-2015,01,75101,6117600,Alameda,Pleasanton Unified,Phoebe Apperson Hearst Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,723.0,33.0,0.045643153526971,51.0,0.0705394190871369,711.0,32.0,0.0450070323488045,49.0,0.0689170182841069,1
02100250230011,2014-2015,02,10025,0230011,Alpine,Alpine County Office of Education,Alpine County Opportunity,County Office of Education (COE),Opportunity Schools,Opportunity School,,0,,,0,1,12,6.0,5.0,0.833333333333333,5.0,0.833333333333333,3.0,3.0,1.0,3.0,1.0,1
03100330129692,2014-2015,03,10033,0129692,Amador,Amador County Office of Education,Shenandoah Valley,County Office of Education (COE),Intermediate/Middle Schools (Public),Traditional,,1,1662,Locally funded,0,6,8,35.0,8.0,0.228571428571429,10.0,0.285714285714286,35.0,8.0,0.228571428571429,10.0,0.285714285714286,1
03100330330035,2014-2015,03,10033,0330035,Amador,Amador County Office of Education,County Community,County Office of Education (COE),County Community,County Community School,,0,,,0,1,12,15.0,13.0,0.866666666666667,14.0,0.933333333333333,15.0,13.0,0.866666666666667,14.0,0.933333333333333,1
03739816002810,2014-2015,03,73981,6002810,Amador,Amador County Unified,Ione Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,440.0,162.0,0.368181818181818,199.0,0.452272727272727,439.0,162.0,0.369020501138952,199.0,0.453302961275626,1
04100410114991,2014-2015,04,10041,0114991,Butte,Butte County Office of Education,CORE Butte Charter,County Office of Education (COE),K-12 Schools (Public),Traditional,,1,0945,Directly funded,1,K,12,678.0,240.0,0.353982300884956,276.0,0.407079646017699,653.0,228.0,0.349157733537519,263.0,0.402756508422665,1
04100410128256,2014-2015,04,10041,0128256,Butte,Butte County Office of Education,Central Middle - RISE,County Office of Education (COE),County Community,County Community School,,0,,,0,7,8,19.0,13.0,0.684210526315789,15.0,0.789473684210526,19.0,13.0,0.684210526315789,15.0,0.789473684210526,1
04100410128264,2014-2015,04,10041,0128264,Butte,Butte County Office of Education,Paradise Intermediate - RISE,County Office of Education (COE),County Community,County Community School,,0,,,0,6,8,19.0,15.0,0.789473684210526,16.0,0.842105263157895,19.0,15.0,0.789473684210526,16.0,0.842105263157895,1
04100410129817,2014-2015,04,10041,0129817,Butte,Butte County Office of Education,Butte County Community School - LEAD,County Office of Education (COE),County Community,County Community School,,0,,,0,7,12,15.0,14.0,0.933333333333333,15.0,1.0,14.0,13.0,0.928571428571429,14.0,1.0,1
04100410430066,2014-2015,04,10041,0430066,Butte,Butte County Office of Education,Table Mountain,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,,0,,,0,K,12,28.0,28.0,1.0,28.0,1.0,25.0,25.0,1.0,25.0,1.0,1
04100410430090,2014-2015,04,10041,0430090,Butte,Butte County Office of Education,Learning Community Charter,County Office of Education (COE),K-12 Schools (Public),Traditional,,1,0110,Locally funded,0,K,12,286.0,196.0,0.685314685314685,238.0,0.832167832167832,270.0,185.0,0.685185185185185,225.0,0.833333333333333,1
04100416069256,2014-2015,04,10041,6069256,Butte,Butte County Office of Education,Butte County Special Education,County Office of Education (COE),Special Education Schools (Public),Special Education School,,0,,,0,K,12,73.0,46.0,0.63013698630137,50.0,0.684931506849315,41.0,26.0,0.634146341463415,28.0,0.682926829268293,1
04614240110551,2014-2015,04,61424,0110551,Butte,Chico Unified,Nord Country,Unified School District,Elementary Schools (Public),Traditional,,1,0729,Directly funded,1,K,6,140.0,58.0,0.414285714285714,83.0,0.592857142857143,139.0,57.0,0.410071942446043,82.0,0.589928057553957,1
04614240118042,2014-2015,04,61424,0118042,Butte,Chico Unified,Forest Ranch Charter,Unified School District,Elementary Schools (Public),Traditional,,1,1019,Directly funded,1,K,7,136.0,38.0,0.279411764705882,56.0,0.411764705882353,136.0,38.0,0.279411764705882,56.0,0.411764705882353,1
04614240120394,2014-2015,04,61424,0120394,Butte,Chico Unified,Inspire School of Arts and Sciences,Unified School District,High Schools (Public),Traditional,,1,1114,Locally funded,0,9,12,443.0,111.0,0.250564334085779,145.0,0.327313769751693,436.0,110.0,0.252293577981651,144.0,0.330275229357798,1
04614240121475,2014-2015,04,61424,0121475,Butte,Chico Unified,Sherwood Montessori,Unified School District,Elementary Schools (Public),Traditional,,1,1166,Directly funded,1,K,8,145.0,26.0,0.179310344827586,35.0,0.241379310344828,142.0,26.0,0.183098591549296,35.0,0.246478873239437,1
04614240123810,2014-2015,04,61424,0123810,Butte,Chico Unified,Wildflower Open Classroom,Unified School District,Elementary Schools (Public),Traditional,,1,1280,Directly funded,1,K,8,133.0,25.0,0.18796992481203,31.0,0.233082706766917,131.0,25.0,0.190839694656489,29.0,0.221374045801527,1
04614240123976,2014-2015,04,61424,0123976,Butte,Chico Unified,Center for Alternative Learning,Unified School District,Opportunity Schools,Opportunity School,,0,,,0,6,12,43.0,30.0,0.697674418604651,34.0,0.790697674418605,42.0,29.0,0.69047619047619,33.0,0.785714285714286,1
04614240430215,2014-2015,04,61424,0430215,Butte,Chico Unified,Loma Vista,Unified School District,Special Education Schools (Public),Special Education School,,0,,,0,P,12,22.0,10.0,0.454545454545455,13.0,0.590909090909091,15.0,7.0,0.466666666666667,10.0,0.666666666666667,1
04614246113773,2014-2015,04,61424,6113773,Butte,Chico Unified,Chico Country Day,Unified School District,Elementary Schools (Public),Traditional,,1,0112,Directly funded,1,K,8,565.0,72.0,0.127433628318584,104.0,0.184070796460177,565.0,72.0,0.127433628318584,104.0,0.184070796460177,1
04614246119523,2014-2015,04,61424,6119523,Butte,Chico Unified,Blue Oak Charter,Unified School District,Elementary Schools (Public),Traditional,,1,0415,Directly funded,1,K,8,430.0,192.0,0.446511627906977,254.0,0.590697674418605,427.0,191.0,0.447306791569087,253.0,0.592505854800937,1
04614320433201,2014-2015,04,61432,0433201,Butte,Durham Unified,Durham High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,294.0,65.0,0.22108843537415,103.0,0.350340136054422,287.0,62.0,0.21602787456446,100.0,0.348432055749129,1
04614326003115,2014-2015,04,61432,6003115,Butte,Durham Unified,Durham Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,417.0,132.0,0.316546762589928,175.0,0.419664268585132,407.0,125.0,0.307125307125307,168.0,0.412776412776413,1
04614326105761,2014-2015,04,61432,6105761,Butte,Durham Unified,Durham Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,249.0,69.0,0.27710843373494,109.0,0.437751004016064,249.0,69.0,0.27710843373494,109.0,0.437751004016064,1
04614400121509,2014-2015,04,61440,0121509,Butte,Feather Falls Union Elementary,Ipakanni Early College Charter,Elementary School District,K-12 Schools (Public),Traditional,,1,1170,Directly funded,1,K,12,39.0,21.0,0.538461538461538,21.0,0.538461538461538,33.0,17.0,0.515151515151515,17.0,0.515151515151515,1
04614570125252,2014-2015,04,61457,0125252,Butte,Golden Feather Union Elementary,Pivot Charter School North Valley,Elementary School District,K-12 Schools (Public),Traditional,,1,1364,Directly funded,1,K,12,61.0,29.0,0.475409836065574,34.0,0.557377049180328,54.0,24.0,0.444444444444444,29.0,0.537037037037037,1
04614576003131,2014-2015,04,61457,6003131,Butte,Golden Feather Union Elementary,Concow Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,8,115.0,94.0,0.817391304347826,99.0,0.860869565217391,113.0,93.0,0.823008849557522,98.0,0.867256637168142,1
04614996003198,2014-2015,04,61499,6003198,Butte,Manzanita Elementary,Manzanita Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,0,,,0,K,8,284.0,102.0,0.359154929577465,132.0,0.464788732394366,284.0,102.0,0.359154929577465,132.0,0.464788732394366,1
